probes,Symbols,X,DCIS_1_S1.CEL,DCIS_2_S1.CEL,DCIS_3_S1.CEL,DCIS_4_S1.CEL,DCIS_5_S1.CEL,DCIS_6_S1.CEL,DCIS_7_S1.CEL,DCIS_8_S1.CEL,DCIS_9_S1.CEL,Healthy_1_S1.CEL,Healthy_2_S1.CEL,Healthy_3_S1.CEL,Healthy_4_S1.CEL,Healthy_5_S1.CEL
1007_s_at,DDR1,1007_s_at,10.76542982,11.16999772,11.14412458,10.83792513,11.47906448,11.3826786,11.57620694,11.19527624,10.97663984,8.469063061,10.12532065,10.94456028,9.006868299,9.763390822
1053_at,RFC2,1053_at,7.168890277,7.230346553,7.514029326,7.120798085,7.844779625,7.041002397,7.957241801,7.758860372,7.886663386,7.024623014,6.805418823,7.382419085,7.027580073,7.021915141
117_at,HSPA6,117_at,7.490706453,6.343951465,6.19467665,6.642134544,6.711086407,6.246946552,6.197408493,6.542468308,6.947953973,6.617723212,7.152329644,6.110959591,6.458086123,6.359489871
121_at,PAX8,121_at,8.266834879,8.565599074,8.376544667,8.110276342,8.190048149,8.306821295,8.452441329,8.572314619,8.57793014,8.544733206,8.643713635,8.316771365,8.438918428,8.30145661
1255_g_at,GUCA1A,1255_g_at,3.860987642,3.695364238,3.71130597,3.695242003,3.691401877,3.67093135,3.625916998,3.792154072,3.742487655,3.525251836,3.716255626,3.656124184,3.645615335,3.756931694
1294_at,UBA7,1294_at,8.169424037,7.975966199,8.191442633,8.115223459,8.081597262,7.867518958,7.983870208,7.568650496,7.590809081,8.225580639,8.24716345,8.336880438,8.400104856,8.359017259
1316_at,THRA,1316_at,6.148570718,6.240064026,6.19544813,5.979346842,6.150313534,6.191718767,6.287519405,6.47246888,6.350284866,6.30750199,6.215113237,6.205691358,6.288821724,6.360981762
1320_at,PTPN21,1320_at,5.307988013,5.494726332,5.38614998,5.616083145,5.470125309,5.566093966,5.309823717,5.762477589,5.366413389,5.754713749,5.899236253,5.759708122,5.738738174,6.199796711
1405_i_at,CCL5,1405_i_at,8.812916636,8.093628453,9.823141125,8.839466113,9.113420066,10.27251794,7.602953202,8.540784509,7.381241838,7.376298887,8.053048309,9.673716532,7.516924807,8.169176067
1431_at,CYP2E1,1431_at,4.224919509,4.224891967,4.439456677,4.173258131,4.003422641,4.239260002,3.818153905,4.120940302,3.928364437,3.938001642,4.109674735,4.29873509,4.482596362,4.117824795
1438_at,EPHB3,1438_at,6.438973912,7.748489767,7.0056807,6.978539627,7.677866141,6.772276633,7.534593547,7.841123951,9.275955908,6.078570235,7.011079901,8.633353982,6.402955641,6.567333482
1487_at,ESRRA,1487_at,7.834837801,7.534583063,7.622924471,7.467541995,7.542497387,7.863874556,7.55003511,7.584310641,7.336807524,7.647948178,7.7158681,7.434372821,7.93973661,7.81977658
1494_f_at,CYP2A6,1494_f_at,6.132887179,6.389801834,6.608474984,6.126874505,6.128917643,6.27222849,6.314626762,6.392019921,6.380334833,6.367873304,6.356775932,6.186751545,6.702019262,6.671916744
1552256_a_at,SCARB1,1552256_a_at,8.476034433,8.360067144,8.032463621,8.364413278,7.732938858,7.894132592,7.768985873,7.728478772,9.745177207,9.509311041,9.739303244,9.036048656,9.773884407,10.34078461
1552257_a_at,TTLL12,1552257_a_at,8.672451036,9.786530372,8.680079756,8.43030702,8.516083601,8.638998845,8.791724352,8.739480182,9.238413031,7.715685571,7.664379603,8.315006094,8.065351411,8.198274838
1552258_at,NA,1552258_at,5.035627897,5.443917214,5.369874192,5.006640069,5.014272333,5.125492447,5.102044836,5.155131524,4.948072323,4.81439614,4.922207719,4.871663458,5.197420238,5.099676278
1552261_at,WFDC2,1552261_at,4.858221799,4.875647624,4.859412003,4.820764205,4.519948168,4.630406387,4.71178713,4.699332786,4.774025979,4.709425461,4.70471336,4.760590699,4.748335275,4.755518929
1552263_at,MAPK1,1552263_at,6.344427183,5.807428533,5.584100297,6.451224646,5.949519724,6.440803611,5.964735921,6.181155843,6.174293887,5.584100297,5.798710885,5.457061679,5.911120198,5.760802147
1552264_a_at,MAPK1,1552264_a_at,7.426791757,6.896630634,6.990527008,7.36007231,7.268150945,7.323514109,7.392911677,7.221428136,7.411936143,7.382244488,7.398463024,7.131093268,7.322517957,6.903507288
1552266_at,ADAM32,1552266_at,4.34839514,4.485443584,4.410924993,4.26126163,4.01948655,4.016797018,3.933304674,4.346506104,4.793972768,4.047183191,4.218628151,4.381995147,4.017377449,4.202611635
1552269_at,SPATA17,1552269_at,4.235659576,3.966450746,4.085483118,3.599142025,4.020824144,4.041439656,4.183983183,3.907705239,3.847872509,3.444327354,3.446344279,3.558195659,3.674362007,3.498384576
1552271_at,PRR22,1552271_at,5.519615953,5.552180164,5.8967219,5.522175763,6.016702736,5.86333352,5.834120987,5.791766946,5.910392572,5.219846176,5.821284266,5.597482132,5.547805237,5.666615227
1552272_a_at,PRR22,1552272_a_at,5.652303885,5.583706623,5.549531579,5.571014119,5.934896505,5.934978051,5.461725008,5.513293065,5.617348242,5.52169938,5.074868129,5.568137443,5.283927163,5.402231622
1552274_at,PXK,1552274_at,6.124941577,6.403186535,5.883256069,6.119834306,5.705857616,5.802743608,5.671747575,6.024280727,6.333270545,7.433961218,7.089753604,6.6576264,7.056892744,6.166996064
1552275_s_at,PXK,1552275_s_at,5.775612951,6.447902186,5.449653432,6.395105953,6.042280116,5.577106804,5.714686029,5.825780531,6.341535471,7.038950986,6.818488855,5.736218902,6.886893067,5.956744369
1552276_a_at,VPS18,1552276_a_at,5.721485923,5.731352974,6.020800066,5.720478108,5.829115401,5.790098614,5.852424187,5.878318872,5.755188793,6.118303856,5.78840376,6.065751454,6.04584909,6.063655768
1552277_a_at,MSANTD3,1552277_a_at,7.51812998,7.65434943,7.426887689,7.718674736,7.529590518,6.92383554,7.603460175,8.286540941,7.149458157,7.126365225,7.013571206,6.717695983,6.954797327,7.091730727
1552278_a_at,SLC46A1,1552278_a_at,6.153829653,5.43560451,5.727495991,5.793471426,5.295677086,5.44097521,5.977439406,6.043793402,5.697068573,5.552421604,5.834518704,5.375110707,5.641281318,5.845940452
1552279_a_at,SLC46A1,1552279_a_at,7.26238233,7.068956211,6.984654699,7.32758105,6.92786375,6.843026856,8.017315559,7.104815879,6.969666175,7.252626027,7.207613458,6.982919835,7.235741968,7.174615863
1552280_at,TIMD4,1552280_at,4.774287832,4.056757696,4.370417427,4.361069381,4.772577704,4.921163445,3.924779092,4.144494887,4.247320983,4.105872458,5.421856455,3.753998702,5.667664281,3.930022534
1552281_at,SLC39A5,1552281_at,6.976012068,6.819888823,7.005673466,7.005656783,6.942410574,7.094378047,6.980539663,6.962879992,6.839388401,6.793336669,7.063312572,7.013335168,7.09842053,6.869068861
1552283_s_at,NA,1552283_s_at,5.181955874,4.957908941,5.438966396,4.56423442,5.616945225,5.297787952,5.234002308,4.915100945,4.248748031,5.349985444,5.916944298,5.177252278,6.226250285,5.311241331
1552286_at,ATP6V1E2,1552286_at,6.691203529,6.79383981,6.693147866,6.557607225,6.987488345,6.323668754,6.067998871,6.625539954,7.277503374,6.594960161,6.439106153,6.744148947,6.709499047,7.068230584
1552287_s_at,AFG3L1P,1552287_s_at,7.008060554,7.142243429,7.045869158,7.046255475,7.568305819,6.992344468,7.827677638,7.017635751,7.937683189,7.047844372,7.188953533,7.414537594,6.754233953,7.004949495
1552288_at,CILP2,1552288_at,5.429319999,6.371679278,5.379321636,6.343488507,5.647962901,5.281012347,5.175023414,6.057460626,5.719262756,4.895492847,5.265010628,4.827154187,5.48797429,5.27128328
1552289_a_at,CILP2,1552289_a_at,6.724078061,7.478176211,6.227140483,7.643876781,6.651326706,6.237890544,6.30974365,7.641770597,6.43845288,5.496696471,5.667790543,5.245469471,5.868489054,6.118265548
1552291_at,PIGX,1552291_at,6.772604263,6.454028432,6.503721777,6.29048554,6.537852638,6.626748937,6.610067134,6.756780996,7.360988299,6.206800641,6.173457185,6.391205647,6.220124694,6.472257029
1552293_at,TMEM196,1552293_at,5.106035267,5.34355069,5.514416283,5.501302754,5.47177334,5.304857651,5.136538427,5.155254285,4.925501531,5.492691499,5.32068078,5.241911818,5.407364802,5.718899305
1552295_a_at,SLC39A13,1552295_a_at,6.882146642,7.14096927,6.813744299,7.190693419,6.590574406,6.295387515,6.874609745,7.088472162,7.23959736,7.25709095,7.05587944,6.842426479,7.08433919,6.995845982
1552296_at,BEST4,1552296_at,3.756449359,3.970786383,3.581344046,3.916776379,3.805128729,3.923813713,4.273901707,4.085398438,4.374734282,3.731362516,3.911813552,4.02914069,3.54665711,4.012380926
1552299_at,AK9,1552299_at,4.322365094,3.977199803,4.369105625,4.373185837,4.644674225,5.617181482,5.541621737,4.729027272,5.024560249,4.522355887,4.277397102,4.387156057,4.316737234,4.038937678
1552301_a_at,CORO6,1552301_a_at,5.682694151,5.859887656,5.608947073,5.857221886,5.451720607,5.582996178,6.581692437,5.67375265,5.683641702,6.613537869,6.264147538,5.80548556,6.146174216,6.03745076
1552302_at,TMEM106A,1552302_at,6.083981292,6.29982912,5.649328371,7.213052592,6.190911467,6.241686428,6.295131141,7.341701364,5.929836347,6.321017297,6.53762554,6.136111996,6.16900192,5.979461738
1552303_a_at,TMEM106A,1552303_a_at,6.990130927,6.529546349,5.990103278,7.334862607,6.690160952,6.771566892,6.775817211,7.488089502,6.658084145,6.841218124,6.811220303,6.628166087,6.557395493,6.666855529
1552304_at,ALG10,1552304_at,3.619511933,3.846999366,3.653016695,3.776331384,3.690648474,4.007210306,3.617328848,3.524838654,4.119137527,3.687735874,3.596402915,3.781622271,3.521412843,3.388312212
1552306_at,ALG10,1552306_at,4.400508298,4.39323427,4.942405778,4.405530881,4.138275152,4.550318832,4.388650984,4.203969812,4.490818287,4.438026436,4.105394543,4.203144475,4.060031731,3.99499893
1552307_a_at,TTC39C,1552307_a_at,6.638765107,6.847078721,5.726488784,6.116030531,5.96164916,5.893992605,6.137335433,6.467341504,6.09571547,6.26756552,6.220124694,5.707525232,6.339219894,6.714384348
1552309_a_at,NEXN,1552309_a_at,7.258462911,7.37393137,6.258143923,7.741298483,6.594681077,6.623424108,6.903619786,7.925136805,6.228311547,8.484977179,8.637152709,7.229388217,8.102077053,7.955968032
1552310_at,C15orf40,1552310_at,6.446763535,6.585667645,6.129180843,6.478235145,6.111147174,6.159252082,6.197941945,5.908271514,5.725581304,6.756840169,6.648510508,6.786221397,6.699503193,6.79986364
1552311_a_at,RAX2,1552311_a_at,6.828797774,6.895641388,7.162369334,6.807979366,6.830041695,6.942673559,7.00827795,6.888424746,6.802681229,6.596073932,6.901910889,7.164137184,6.848647221,7.029968433
1552312_a_at,MFAP3,1552312_a_at,5.421848936,5.565142856,5.217513836,5.258226146,5.449863329,5.408933954,5.631819472,5.375233195,5.122469342,5.335429435,5.424569921,5.085618862,5.136931709,4.874865501
1552314_a_at,EYA3,1552314_a_at,3.787027778,3.908840834,4.201850245,3.961618483,3.716424393,3.911467173,3.854421554,3.95555401,3.983631149,3.702433299,3.990378826,3.75108256,3.736293493,3.850736946
1552315_at,GIMAP1,1552315_at,6.767826565,6.497271085,6.455253673,6.78848319,6.656014965,6.870447315,6.002608733,6.352485913,5.980352681,7.611598263,7.483751051,7.145022495,7.863627459,7.424035769
1552316_a_at,GIMAP1,1552316_a_at,7.370174118,6.817480675,6.85058053,7.457986414,7.044463845,7.230620357,6.201860054,6.946133058,6.115785095,8.343312172,8.051237611,7.857757061,8.476754581,8.188840328
1552318_at,GIMAP1,1552318_at,7.395615818,7.236279552,6.895976737,7.850164917,7.300470345,7.636610127,6.680034838,7.340140377,6.507996595,8.662389848,8.437601501,8.173422677,8.837781806,8.032522505
1552319_a_at,KLK8,1552319_a_at,4.894075828,4.983355694,5.082434989,5.132463944,4.816317861,4.888413673,5.061290336,5.051378386,5.201178926,4.878435415,4.982959465,5.052596298,4.988528142,5.121257498
1552320_a_at,CCDC65,1552320_a_at,3.268688967,3.174915638,3.159817151,3.298858238,3.335815952,3.327312448,3.144424078,3.545056306,3.175710526,3.335209134,3.535762129,3.315552118,3.544017278,3.221529953
1552321_a_at,CCDC65,1552321_a_at,3.622828518,3.728213069,3.617824713,3.563821259,3.480294457,3.532307564,3.276335771,3.474228368,3.470327664,3.27256389,3.409529717,3.394678076,3.388149451,3.553762049
1552322_at,PABIR3,1552322_at,3.173837227,3.322223249,2.984588326,3.275230359,3.248650184,3.149716647,3.367222878,3.674407062,3.412986975,3.175824503,3.242581663,3.1011657,3.427819658,3.199144129
1552323_s_at,PABIR3,1552323_s_at,4.697652955,4.890023482,4.284915054,4.467149321,4.744663671,4.84360451,5.429094566,5.396079227,4.593097401,4.658937159,4.491071941,4.53120861,4.741558215,4.968098533
1552325_at,CFAP53,1552325_at,3.110968048,3.184346777,3.28082378,3.278814817,3.56366584,3.322428553,3.297043293,3.286822595,3.340362787,3.404438578,3.428315234,3.240463629,3.310500964,3.271765226
1552326_a_at,CFAP53,1552326_a_at,5.308622496,5.26816035,5.122759395,4.621201423,5.38474326,5.185457674,5.011191643,4.714895469,5.148675734,4.863052458,4.598092349,4.845558678,4.985513934,4.620251006
1552327_at,ARMCX4,1552327_at,3.978279709,5.221018591,3.897539843,4.222028885,3.619913292,3.692074237,3.803295218,4.110896774,4.161216947,4.635940066,4.974365937,5.361143744,4.987416097,4.580775166
1552329_at,RBBP6,1552329_at,6.616919698,6.554308422,6.683750609,5.954299703,5.998005664,6.223526978,5.71470988,6.35335794,6.561394599,6.032360912,5.631085743,6.446982854,5.717537645,5.874431101
1552330_at,CENPBD1P,1552330_at,6.805494717,6.791794967,6.557828475,7.122289889,7.180685953,7.145415424,7.185001549,6.934988811,7.995420867,6.554707427,6.607230729,7.064291835,6.984388989,7.456299743
1552332_at,TRIOBP,1552332_at,7.346185063,7.408738692,7.497842291,7.39544668,7.153400011,7.504184018,7.31438789,7.48898858,7.73064866,7.298394391,7.307984086,7.415116916,7.603622911,7.186755135
1552334_at,TRIOBP,1552334_at,6.404067597,6.934988811,6.843404264,7.145672136,6.933967429,6.966844358,7.341236198,6.627380433,7.731823262,7.075927817,6.854507949,7.524472992,7.219196161,6.339761805
1552335_at,CATSPER1,1552335_at,5.051929164,5.43641323,5.233320379,5.753790837,5.370003865,5.581443284,5.424108784,5.528614869,5.463195774,5.426417123,5.532605721,5.331141402,5.436101851,5.251662789
1552337_s_at,HOXD4,1552337_s_at,5.030354548,5.20516689,5.786020895,5.075338993,4.998957357,5.195777759,5.075338993,5.046395253,4.757484547,5.804937271,5.900189972,5.67145399,5.492332006,5.223911145
1552338_at,GSC,1552338_at,5.1951613,5.508866423,5.449212877,5.524252618,5.482083152,4.941864197,5.32635529,5.537587387,4.903387201,6.176911482,6.256076273,5.892673171,6.524838881,6.083228003
1552340_at,SP7,1552340_at,4.975351925,4.780361276,5.254675905,5.08468704,5.143093306,5.180814979,5.177929857,5.480667536,5.005930284,5.132849997,5.097577335,5.131622679,5.230270666,5.380091439
1552343_s_at,PDE7A,1552343_s_at,7.270901925,7.166423239,7.158157804,6.965817579,7.21362677,7.385866019,6.727766781,6.979038932,8.987014726,5.943081076,6.737644301,7.726290419,6.458434188,6.786848764
1552344_s_at,CNOT7,1552344_s_at,5.919583805,6.01721466,5.461887447,5.563717395,5.439953658,5.482218432,4.523175611,6.252748698,5.67220405,5.61661928,5.680688066,5.67991885,5.122290354,4.810332984
1552347_at,CRYZL1,1552347_at,8.560993248,9.029135589,8.051444424,8.816340794,8.273519142,8.354214497,8.547394018,8.27865207,9.8607216,9.300423441,8.65427983,9.520258795,9.187734884,8.987983955
1552348_at,PRSS33,1552348_at,6.64848501,6.410860187,6.612687619,6.515575343,6.404181433,6.55884556,6.480615826,6.664401813,7.487532826,6.599578106,6.725239963,6.474390599,6.739884646,6.594556221
1552349_a_at,PRSS33,1552349_a_at,4.352785384,4.445118774,4.15168286,4.303379545,4.329293534,4.416528129,4.360412093,4.236664357,5.742927043,4.475962837,4.674543696,4.315336918,4.659937358,4.36011203
1552354_at,CBARP,1552354_at,4.655789046,4.726110201,4.542656215,4.76611868,4.469264884,4.843159266,4.455599884,4.566187637,4.375719935,4.402187564,4.279797968,4.526172611,4.727221481,4.946004053
1552355_s_at,CBARP,1552355_s_at,5.135782066,5.35144101,5.116134914,5.429520819,5.432187066,5.583589497,5.458635387,5.403072497,5.510266874,5.346540837,5.729678545,5.230486916,5.54152285,5.48228407
1552359_at,MCMDC2,1552359_at,3.403418809,3.510828335,3.397345813,3.368277197,3.387157592,3.578451652,3.183864792,3.450939163,4.482562108,3.261871344,3.37008299,3.301390503,3.335037146,3.373823183
1552360_a_at,TIRAP,1552360_a_at,6.562048925,6.439690191,5.811826832,6.01909938,5.970849038,5.924459703,6.442639613,6.190557986,6.372502531,5.923836421,6.133831198,6.06020631,5.909493308,5.539351849
1552362_a_at,LEAP2,1552362_a_at,7.005025222,6.506727123,6.265226468,5.826267667,6.519220648,5.890955068,7.456851913,5.764589712,6.410505108,6.030258438,6.253266809,6.34126988,5.934330746,5.914856913
1552364_s_at,MSI2,1552364_s_at,5.715266742,6.093991383,5.54494922,5.20184883,6.436806674,5.475268525,6.32950707,6.336496707,5.181175341,5.026509039,5.107047816,4.90081836,4.940333608,5.475175143
1552365_at,SCIN,1552365_at,4.908261872,4.418752793,4.158460424,6.986405155,4.170515809,4.538604532,6.129523666,5.53614353,6.893372745,4.667864993,5.397311138,4.296472199,5.062068729,5.719310559
1552367_a_at,SCIN,1552367_a_at,3.828878241,3.570237588,3.630890226,4.455856115,3.509007352,3.700898914,4.345731977,3.829664795,5.179854479,3.743588013,4.191279786,3.632242586,4.261049307,4.515481965
1552368_at,CTCFL,1552368_at,3.462765689,3.854267161,3.816363779,3.628321749,3.639385903,3.726912521,3.468458863,3.639385903,3.908408171,3.748538432,3.754625586,3.432079419,3.862676399,3.573714935
1552370_at,C4orf33,1552370_at,5.518629034,5.479386762,5.552898267,6.034927447,5.195573029,5.933959103,5.764422756,5.525477395,5.665722105,5.655940111,5.399094297,5.382634861,4.854853201,4.852779137
1552372_at,C4orf33,1552372_at,2.832300624,3.055551981,2.858605227,2.764296353,2.929809795,2.796342686,2.87135577,2.83291273,2.759873124,2.925947604,2.925299604,2.876433067,2.918598809,2.867233792
1552373_s_at,C4orf33,1552373_s_at,3.374739925,3.249383202,3.583530076,3.328804276,3.368853492,3.467803781,3.452509227,3.357136818,3.286120394,3.343561197,3.428984065,3.259312569,3.530586235,3.438643522
1552375_at,ZNF333,1552375_at,4.73305843,5.100150187,4.649769448,4.926336991,4.914946938,4.744760536,4.711119343,5.122636722,4.877890926,4.947174581,4.936871958,4.986937931,4.817145578,4.540855881
1552377_s_at,TVP23C,1552377_s_at,6.395831254,6.554513597,6.573850546,6.811793864,6.175824522,6.270261103,6.311591135,6.364703722,6.445269448,6.2837771,6.479541239,6.503432971,6.482846012,6.438361785
1552378_s_at,RDH10,1552378_s_at,4.79037051,4.510113518,5.120643742,4.481358932,7.610271821,4.732003624,4.458696619,5.163110027,7.639601822,4.766409448,4.817952403,4.363086398,5.121939976,4.950430605
1552379_at,RDH10,1552379_at,2.753605079,3.129588541,3.001523809,2.837552379,2.814732232,2.776118919,2.83939242,2.823984076,2.89069967,2.808075257,2.856654323,2.902335289,2.967690209,2.865333834
1552381_at,SRSF12,1552381_at,3.509705579,3.405780366,3.461913936,3.296664181,3.324429176,3.439067173,3.153238713,3.230180252,3.927995769,3.361317386,3.39807934,3.359492106,3.415169742,3.740115663
1552383_at,GARIN4,1552383_at,7.325772512,7.242898165,7.763221201,7.765420917,7.60623113,7.628946233,7.437162096,7.580652067,7.460114927,7.816629369,7.556810535,7.353084615,7.776708121,7.647647924
1552384_a_at,GARIN4,1552384_a_at,4.925411492,4.842086735,5.083567626,4.799009801,4.746190471,4.651951364,4.769600346,4.933250009,5.026641865,4.994902988,4.751927665,4.904576169,4.989575117,4.791348396
1552386_at,GAPT,1552386_at,5.53278702,5.714095715,5.414426996,7.066973683,6.221014153,7.263605928,5.133841798,5.475238902,4.948618843,4.417394657,5.311922413,5.040578578,4.464046359,5.13771727
1552388_at,SCUBE1,1552388_at,5.664895141,5.926827318,6.235437195,6.15063466,5.889021352,5.843079006,5.707547297,5.837831386,6.097659325,6.17172252,6.448391286,6.027505994,6.713424686,7.972476334
1552389_at,ERICH5,1552389_at,3.284357185,3.491150376,3.545647799,3.486584773,3.549047987,3.471002938,3.639447069,3.695906191,3.570731848,3.305155245,3.462504648,3.87745366,3.697650004,3.787672711
1552390_a_at,ERICH5,1552390_a_at,3.122484756,3.117282886,3.346602651,3.205057241,3.198644411,3.144914614,3.486041115,4.173037078,3.944379949,3.199161131,3.183372518,3.740188672,3.138665153,3.347917802
1552391_at,CCDC185,1552391_at,4.22340313,3.897434162,4.358263777,4.375053712,4.288511282,4.265250084,4.381027544,4.363641431,3.939417801,4.304243934,4.170639634,3.999607523,4.337257854,4.325985339
1552393_at,ENTHD1,1552393_at,3.115991939,3.068820945,3.084326746,2.975669462,2.97860831,3.123677214,3.219853925,3.113896637,3.053001778,2.966688315,2.920652121,2.921652925,2.915200677,3.253559842
1552394_a_at,ENTHD1,1552394_a_at,3.222180154,3.39479882,3.198447807,3.382103758,3.158140018,3.321429156,3.10669699,3.302131671,3.21850205,3.097012113,3.045381773,2.988209409,3.376822597,3.059667902
1552395_at,TSSK3,1552395_at,6.970546328,6.856210302,6.967794903,7.017266843,6.752373398,7.045205847,6.661407621,7.003797964,6.96848922,6.84697407,7.038851772,7.013452976,7.103946257,7.119393789
1552396_at,WFDC6,1552396_at,3.980713211,4.00786616,4.28209225,4.007421277,4.042626355,3.887639985,4.064156925,3.999999236,4.028171143,4.110563099,3.941449484,4.087991473,3.941449484,4.043666196
1552398_a_at,CLEC12A,1552398_a_at,4.906876856,4.665003754,4.479546204,5.195645873,5.009017441,4.377824328,4.369065433,4.999810897,4.43238559,4.402632779,4.495764549,4.373379387,4.367003769,4.5316819
1552399_a_at,BRF1,1552399_a_at,4.645468387,4.91232532,5.003230313,4.790271414,4.880574738,4.842035087,4.836699042,5.103643144,5.26347266,4.970453169,5.289680269,4.921217449,5.152686502,4.774851346
1552400_a_at,TMEM266,1552400_a_at,4.901641719,4.844593777,4.955015302,5.026290425,4.597101098,4.979116354,4.376093482,4.764993034,4.569654415,4.360184663,4.733802973,4.581987404,4.480301958,4.704208472
1552401_a_at,NA,1552401_a_at,3.743390903,5.569867988,3.495668308,3.664502746,3.872697647,3.623887457,3.543351423,3.855339978,3.778083706,3.811443746,3.660385706,3.754079402,3.771747172,3.780888513
1552402_at,CALML6,1552402_at,4.374165108,4.42070443,4.318324597,4.536188695,4.334207262,4.316906795,4.218346747,4.407741657,4.61164097,4.701146549,4.601688451,4.111349855,4.481580559,4.22343496
1552405_at,NLRP5,1552405_at,4.97132505,5.059532708,5.040256925,4.943138045,4.716315112,5.04821624,4.975484149,4.779250891,4.872491489,5.166722499,4.964144514,5.28053127,5.235207921,5.140125873
1552408_at,ODF4,1552408_at,3.463532347,3.514371775,3.431378562,3.344573341,3.674546723,3.567259789,3.494518977,3.452645934,3.536239596,3.481980474,3.517395126,3.482425904,3.310916384,3.619279885
1552409_a_at,ODF4,1552409_a_at,5.876464547,5.881082178,6.202734907,6.249119056,5.891492101,6.156860875,5.954555692,6.235023093,6.088147405,6.275006402,6.12374757,6.081825406,5.942824995,5.924871842
1552410_at,CLEC4F,1552410_at,4.890985436,4.883248073,5.137804715,5.157935299,5.714269623,5.125004049,4.86237151,5.038211866,9.139528906,5.140538928,5.120014183,5.379166898,4.858757593,5.079393135
1552411_at,NA,1552411_at,5.932147343,6.007883002,6.062643006,6.281920372,6.162082506,6.098117501,6.095681223,6.292345733,6.146610151,5.943025573,6.035923407,6.252758727,6.329692558,6.250161251
1552412_a_at,NA,1552412_a_at,3.654035579,3.586861709,3.571254643,3.767756359,3.675738165,3.732004494,3.629703057,3.65318023,3.650601898,3.782201418,3.628847708,3.452293755,3.63935018,3.30142394
1552414_at,WFDC9,1552414_at,3.993288298,3.839904493,4.118145854,4.011153095,3.969018391,3.875678716,3.789257591,4.111622001,3.910069127,3.852266548,3.877329661,4.006649933,4.007203978,3.936403248
1552415_a_at,WFDC9,1552415_a_at,3.576812378,3.573282194,3.536614344,3.435035159,3.367117453,3.801453511,3.424429771,3.65318023,3.744471589,3.558874404,3.751807709,3.426255087,3.749233979,3.714659011
1552417_a_at,NEDD1,1552417_a_at,4.171564332,4.610927163,4.457149699,4.376307214,4.355136803,4.842224518,4.651995906,4.281900381,4.317200984,4.659145552,4.472330473,4.473831957,4.084351729,3.709604467
1552418_at,TTLL10,1552418_at,4.539770926,4.592217661,4.718835191,4.64672344,4.595722565,4.844075227,4.664323484,4.981018551,4.586536298,4.523353901,4.562488413,4.752125131,4.507852546,4.791316083
1552419_s_at,TTLL10,1552419_s_at,5.927926292,5.722638009,6.048194397,5.916591427,5.770725502,5.931444216,5.890688526,5.845297227,5.888421728,6.075663023,5.894606596,5.831880644,6.220913038,5.706306806
1552421_a_at,CALR3,1552421_a_at,3.357596809,3.233806281,3.55310635,3.31911179,3.316683885,3.343638013,3.493614269,3.473618917,3.521665494,3.603561966,3.550243133,3.533472477,3.238301568,3.445559704
1552422_at,ZNF22-AS1,1552422_at,4.542376595,4.610953319,4.3847631,4.93660715,4.207665876,4.850216063,4.660710029,4.745325905,4.90072135,4.935593738,4.828205299,4.627040591,5.160373807,5.189498351
1552423_at,ETV3,1552423_at,5.399828049,5.559072087,5.003230313,5.364170787,5.320625489,5.701540902,5.644241818,5.346537492,5.473003023,5.452387137,5.382335154,5.634086699,4.900801483,5.064926789
1552424_at,KLHL10,1552424_at,3.714040491,3.582594793,3.968187992,4.188446199,3.689946706,4.0247834,3.963574193,3.868926505,3.786604902,4.003056832,4.06100381,3.786743079,4.004879539,3.972569634
1552425_a_at,KLHL10,1552425_a_at,4.705157079,4.506334162,5.146247774,4.654990184,4.748676861,4.715833603,5.035154148,5.085846333,4.813018876,5.452681282,4.856971076,4.90096579,5.146893331,5.317299316
1552426_a_at,TM2D3,1552426_a_at,8.905362575,9.1612858,9.167116769,9.158103868,9.053859663,9.077226158,8.914607225,8.965718273,9.048414821,9.201080697,9.236670425,9.538250062,9.354316467,9.111235658
1552427_at,ZNF485,1552427_at,3.814012345,3.824467724,3.958148753,3.539439284,3.818804439,3.821379046,3.335815952,3.568653734,4.334669567,3.45164993,3.660509781,4.009629555,3.539989509,3.543235747
1552430_at,WDR17,1552430_at,3.088050336,3.354189039,3.315559607,3.11750272,2.996756562,3.166536758,3.11750272,3.109258765,2.928795194,3.141060381,3.050394676,3.059957929,3.254122714,3.096158246
1552432_at,MFSD6L,1552432_at,5.678683091,5.442192995,5.668545072,5.455319385,5.653803177,5.579229453,5.713034957,5.650032801,5.63640289,5.432322838,5.642287252,5.771748545,5.633741659,5.971527462
1552436_a_at,CDH23,1552436_a_at,5.026956137,4.900642003,5.207543307,5.315456941,4.793602806,5.150928454,5.083445317,5.20548783,5.129445088,5.822419894,5.292582492,5.079367965,5.60428481,5.307978141
1552438_a_at,ANKAR,1552438_a_at,3.815941749,3.807536784,3.744924744,3.733845695,3.777165963,3.907674916,3.941679944,4.003092772,3.836539153,3.704571539,3.85459677,3.846024815,3.953545806,3.846024815
1552439_s_at,MEGF11,1552439_s_at,3.108676814,3.041841279,3.288552809,3.069444601,3.187490554,3.363898135,3.109648698,3.107256059,3.185416706,3.209346535,2.925803758,2.949333499,2.932556081,3.017184018
1552440_at,GPR182,1552440_at,4.443038437,4.246665322,4.488847327,4.39323712,4.289998873,4.411234082,4.47470723,4.195635945,4.531151481,4.616092474,4.446154698,4.485446817,4.599045381,4.439106392
